,Paper_Title,Publish_Year,Publish_Journal,MP_polymer,MP_size_um,MP_shape,mouse_rat,exposure_method,exposure_duration_day,MP_dose_mg_kg_dw_day,if_coexposure,Liver_MP_accum,Brain_MP_conc,blood_MP_conc,Kidney_MP_conc,Heart_MP_conc,Lung_MP_conc,Spleen_MP_conc,Testis_MP_conc,Gut_MP_conc,Uterus_ovaries_MP_conc,MP_accumulation_detection_method
1048,ingested nano- and microsized polystyrene particles surpass the intestinal barrier and accumulate in the body ,2022, nanoimpact ,ps,0.05,beads,mice,oral gavage,168,8.3,Yes,M,,,,,,M,,M,,FTIR_Raman spectroscopy
1049,ingested nano- and microsized polystyrene particles surpass the intestinal barrier and accumulate in the body ,2022, nanoimpact ,ps,1,beads,mice,oral gavage,168,8.3,Yes,M,,,,,,M,,M,,FTIR_Raman spectroscopy
1059,the risk of short-term microplastic exposure on female reproductive function: a rat model study ,2025, nano impact ,ps,0.8,beads,rat,oral gavage,3,0.6,Yes,,,,,,,,,,M,fluorescence microscopy
1060,the risk of short-term microplastic exposure on female reproductive function: a rat model study ,2025, nano impact ,ps,0.8,beads,rat,oral gavage,3,6,Yes,,,,,,,,,,M,fluorescence microscopy
1061,the risk of short-term microplastic exposure on female reproductive function: a rat model study ,2025, nano impact ,ps,0.8,beads,rat,oral gavage,3,60,Yes,,,,,,,,,,M,fluorescence microscopy
1077,polyethylene microplastics impede the innate immune response by disrupting the extracellular matrix and signaling transduction ,2023, iscience ,pe,5,beads,mice,oral gavage,42,2500,Yes,M,,,,,,,,,,fluorescence microscopy
1089, ۱   ϩ΢   ϶     С  ǰ   ٵ Ӱ  ?    ,2025,  й   ֯     о  ,ps,5,beads,mice,oral gavage,28,21,none,,,,,,,,M,,,fluorescence microscopy
1092,pet tracing of biodistribution for orally administered 64cu-labeled polystyrene in mice ,2022, journal of nuclear medicine ,ps,0.2,beads,mice,oral gavage,2,145,none,M,,,,,,,,,,PET_MRI
1094,long-chain acyl carnitines aggravate polystyrene nanoplastics-induced atherosclerosis by upregulating marco,2023,advanced science,ps,0.05,,mice,oral gavage,133,2.5,Yes,,,M,,,,,,,,fluorescence microscopy
1094,long-chain acyl carnitines aggravate polystyrene nanoplastics-induced atherosclerosis by upregulating marco,2023,advanced science,ps,0.05,,mice,oral gavage,133,25,Yes,,,M,,,,,,,,fluorescence microscopy
1094,long-chain acyl carnitines aggravate polystyrene nanoplastics-induced atherosclerosis by upregulating marco,2023,advanced science,ps,0.05,,mice,oral gavage,133,250,Yes,,,M,,,,,,,,fluorescence microscopy
1098,gastrointestinal incomplete degradation exacerbates neurotoxic effects of pla microplastics via oligomer nanoplastics formation ,2024, advanced science ,other,0.1,beads,mice,oral gavage,28,25,none,M,M,M,M,N,M,M,N,H,,fluorescence microscopy
1120,effects of microplastic accumulation on neuronal death after global cerebral ischemia ,2025, cells ,ps,0.5,beads,rat,oral gavage,14,50,Yes,,M,,,,,,,,,fluorescence microscopy
1123,size-dependent pulmonary toxicity and whole-body distribution of inhaled micro/nanoplastic particles in male mice from chronic exposure ,2023, environmental science & technology ,ps,0.08,beads,mice,inhalation,60,0.000001,none,H,H,H,H,H,H,H,H,,,fluorescence microscopy
1124,size-dependent pulmonary toxicity and whole-body distribution of inhaled micro/nanoplastic particles in male mice from chronic exposure ,2023, environmental science & technology ,ps,1,beads,mice,inhalation,60,0.000135,none,M,M,H,M,M,H,M,M,,,fluorescence microscopy
1131,comparative analysis of metabolic dysfunctions associated with pristine and aged polyethylene microplastic exposure via the liver-gut axis in mice ,2025, acs nano ,pe,17,irregular,mice,oral gavage,49,0.42,none,M,,,,,,,,,,other microscope
1132,comparative analysis of metabolic dysfunctions associated with pristine and aged polyethylene microplastic exposure via the liver-gut axis in mice ,2025, acs nano ,pe,17,irregular,mice,oral gavage,49,42,none,M,,,,,,,,,,other microscope
1133,comparative analysis of metabolic dysfunctions associated with pristine and aged polyethylene microplastic exposure via the liver-gut axis in mice ,2025, acs nano ,pe,17,irregular,mice,oral gavage,49,0.42,none,M,,,,,,,,,,other microscope
1134,comparative analysis of metabolic dysfunctions associated with pristine and aged polyethylene microplastic exposure via the liver-gut axis in mice ,2025, acs nano ,pe,17,irregular,mice,oral gavage,49,42,none,M,,,,,,,,,,other microscope
1139,food-derived cyanidin-3-o-glucoside reverses microplastic toxicity promoting discharge and modulating the gut microbiota in mice ,2022, food & function ,ps,5,beads,mice,oral gavage,42,4.2,none,M,,,M,,,,,M,,fluorescence microscopy
1139,food-derived cyanidin-3-o-glucoside reverses microplastic toxicity promoting discharge and modulating the gut microbiota in mice ,2022, food & function ,ps,5,beads,mice,oral gavage,42,4.2,Yes,M,,,M,,,,,M,,fluorescence microscopy
1157,maternal exposure to polystyrene nanoplastics impacts developmental milestones and brain structure in mouse offspring ,2023, environmental science: advances ,ps,0.05,,mice,oral gavage,20,0.25,none,,M,,,,,,,,,PET_MRI
1158,long-term exposure to environmentally relevant doses of large polystyrene microplastics disturbs lipid homeostasis via bowel function interference ,2022, environmental science & technology ,ps,51,,mice,oral gavage,147,6.5,none,N,,,,,,,,N,,FTIR_Raman spectroscopy
1158,long-term exposure to environmentally relevant doses of large polystyrene microplastics disturbs lipid homeostasis via bowel function interference ,2022, environmental science & technology ,ps,51,,mice,oral gavage,147,65,none,N,,,,,,,,N,,FTIR_Raman spectroscopy
1159,long-term exposure to environmentally relevant doses of large polystyrene microplastics disturbs lipid homeostasis via bowel function interference ,2022, environmental science & technology ,ps,88,,mice,oral gavage,147,6.5,none,N,,,,,,,,N,,FTIR_Raman spectroscopy
1159,long-term exposure to environmentally relevant doses of large polystyrene microplastics disturbs lipid homeostasis via bowel function interference ,2022, environmental science & technology ,ps,88,,mice,oral gavage,147,65,none,N,,,,,,,,N,,FTIR_Raman spectroscopy
1183,polystyrene nanoplastics exacerbated lipopolysaccharide-induced necroptosis and inflammation via the ros/mapk pathway in mice spleen ,2022, environmental toxicology ,ps,0.1,beads,mice, intraperitoneal injection ,14,5,Yes,,,,,,,M,,,,other microscope
1185,polystyrene nanoplastics aggravate reproductive system damage in obese male mice by perturbation of the testis redox homeostasis ,2023, environmental toxicology ,ps,0.09,beads,mice,oral gavage,35,42,Yes,,,,,,,,M,,,other microscope
1191,polystyrene nanoplastics induce haematotoxicity with cell oxeiptosis and senescence involved in c57bl/6j mice ,2023, environmental toxicology ,ps,0.08,beads,mice,oral gavage,42,5,none,,M,,,,M,,,,,fluorescence microscopy
1206,"evidence on invasion of blood, adipose tissues, nervous system and reproductive system of mice after a single oral exposure: nanoplastics versus microplastics",2022,biomed environ sci,ps,0.1,beads,mice,oral gavage,0.167,200,none,,M,M,,,,,M,,,fluorescence microscopy
1214,"evidence on invasion of blood, adipose tissues, nervous system and reproductive system of mice after a single oral exposure: nanoplastics versus microplastics",2022,biomed environ sci,ps,3,beads,mice,oral gavage,0.167,200,none,,M,M,,,,,M,,,fluorescence microscopy
1218,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,0.167,0.04,Yes,,,,,,H,,,,,fluorescence microscopy
1218,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,1,0.04,Yes,,,,,,H,,,,,fluorescence microscopy
1218,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,2,0.04,Yes,,,,,,M,,,,,fluorescence microscopy
1218,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,6,0.04,Yes,,,,,,M,,,,,fluorescence microscopy
1219,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,0.167,0.04,none,,,,,,H,,,,,fluorescence microscopy
1219,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,1,0.04,none,,,,,,M,,,,,fluorescence microscopy
1219,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,2,0.04,none,,,,,,M,,,,,fluorescence microscopy
1219,microplastics dysregulate innate immunity in the sars-cov-2 infected lung ,2024, frontiers in immunology ,ps,1,beads,mice,intratracheal administration,6,0.04,none,,,,,,M,,,,,fluorescence microscopy
1226,alleviation of neurotoxicity induced by polystyrene nanoplastics by increased exocytosis from neurons ,2023, biochemical and biophysical research communications ,ps,0.1,beads,mice,intratracheal administration,1,0.2,none,,M,,,,,,,,,other
1262,toxicity of polystyrene nanoplastics and zinc oxide to mice ,2021, chemosphere ,ps,0.023,beads,mice, intraperitoneal injection ,3,0.015,none,,H,,,,,,,,,other
1262,toxicity of polystyrene nanoplastics and zinc oxide to mice ,2021, chemosphere ,ps,0.023,beads,mice, intraperitoneal injection ,3,0.015,Yes,,H,,,,,,,,,other
1263,effects of oral administration of polystyrene nanoplastics on plasma glucose metabolism in mice ,2022, chemosphere ,ps,0.08,beads,mice,oral gavage,21,15,none,M,M,,M,M,M,M,,M,,fluorescence microscopy
1273,"effects of nano- and microplastics on kidney: physicochemical properties, bioaccumulation, oxidative stress and immunoreaction ",2022, chemosphere ,ps,0.05,beads,mice,oral gavage,28,5,none,,,,M,,,,,,,other microscope
1274,"effects of nano- and microplastics on kidney: physicochemical properties, bioaccumulation, oxidative stress and immunoreaction ",2022, chemosphere ,ps,0.3,beads,mice,oral gavage,28,5,none,,,,M,,,,,,,other microscope
1281,polystyrene nanoplastics penetrate across the blood-brain barrier and induce activation of microglia in the brain of mice ,2022, chemosphere ,ps,0.042,beads,mice,oral gavage,7,0.5,none,,M,,,,,,,,,fluorescence microscopy
1282,polystyrene nanoplastics penetrate across the blood-brain barrier and induce activation of microglia in the brain of mice ,2022, chemosphere ,ps,0.042,beads,mice,oral gavage,7,2.5,none,,M,,,,,,,,,fluorescence microscopy
1283,polystyrene nanoplastics penetrate across the blood-brain barrier and induce activation of microglia in the brain of mice ,2022, chemosphere ,ps,0.042,beads,mice,oral gavage,7,10,none,,M,,,,,,,,,fluorescence microscopy
1284,polystyrene nanoplastics penetrate across the blood-brain barrier and induce activation of microglia in the brain of mice ,2022, chemosphere ,ps,0.042,beads,mice,oral gavage,7,50,none,,M,,,,,,,,,fluorescence microscopy
1310,long-term exposure to polystyrene microplastics induces hepatotoxicity by altering lipid signatures in c57bl/6j mice ,2024, chemosphere ,ps,0.08,beads,mice,oral gavage,112,9.3,none,M,,,,,,,,,,other microscope
1310,long-term exposure to polystyrene microplastics induces hepatotoxicity by altering lipid signatures in c57bl/6j mice ,2024, chemosphere ,ps,0.5,beads,mice,oral gavage,112,9.3,none,M,,,,,,,,,,other microscope
1313,polystyrene microplastics induced disturbances in neuronal arborization and dendritic spine density in mice prefrontal cortex ,2024, chemosphere ,ps,0.5,,mice,oral gavage,28,0.025,none,,M,,,,,,,,,other
1314,polystyrene microplastics induced disturbances in neuronal arborization and dendritic spine density in mice prefrontal cortex ,2024, chemosphere ,ps,0.5,,mice,oral gavage,28,0.25,none,,M,,,,,,,,,other
1315,polystyrene microplastics induced disturbances in neuronal arborization and dendritic spine density in mice prefrontal cortex ,2024, chemosphere ,ps,0.5,,mice,oral gavage,28,2.5,none,,M,,,,,,,,,other
1326,polypropylene microplastics triggered mouse kidney lipidome reprogramming combined with ros stress as revealed by lipidomics and raman biospectra ,2025, chemosphere ,other,6,irregular,mice,oral gavage,42,0.025,none,,,,M,,,,,,,FTIR_Raman spectroscopy
1327,polypropylene microplastics triggered mouse kidney lipidome reprogramming combined with ros stress as revealed by lipidomics and raman biospectra ,2025, chemosphere ,other,6,irregular,mice,oral gavage,42,0.25,none,,,,M,,,,,,,FTIR_Raman spectroscopy
1331,"impacts of polystyrene microplastic on the gut barrier, microbiota and metabolism of mice ",2019, science of the total environment ,ps,5,,mice,oral gavage,42,0.25,none,,,,,,,,,M,,other microscope
1340,a novel extraction protocol of nano-polystyrene from biological samples ,2021, science of the total environment ,ps,0.07,beads,mice,oral gavage,182,80,none,M,,,M,,,,,M,,MS_based
1344,microglial phagocytosis of polystyrene microplastics results in immune alteration and apoptosis in vitro and in vivo ,2022, science of the total environment ,ps,2,beads,mice,oral gavage,7,2.5,none,,M,,M,,,,,M,,fluorescence microscopy
1345,microglial phagocytosis of polystyrene microplastics results in immune alteration and apoptosis in vitro and in vivo ,2022, science of the total environment ,ps,10,beads,mice,oral gavage,7,2.5,none,,M,,M,,,,,M,,fluorescence microscopy
1347,polystyrene microplastics aggravate inflammatory damage in mice with intestinal immune imbalance ,2022, science of the total environment ,ps,5,beads,mice,oral gavage,28,0.125,Yes,N,N,,N,N,N,N,,M,,fluorescence microscopy
1349,polystyrene microplastic exposure induces insulin resistance in mice via dysbacteriosis and pro-inflammation,2022,science of the total environment,ps,5,,mice,oral gavage,70,80,Yes,M,N,M,M,N,,N,,,,fluorescence microscopy
1349,polystyrene microplastic exposure induces insulin resistance in mice via dysbacteriosis and pro-inflammation,2022,science of the total environment,ps,50,,mice,oral gavage,70,80,Yes,N,N,N,N,N,,N,,,,fluorescence microscopy
1349,polystyrene microplastic exposure induces insulin resistance in mice via dysbacteriosis and pro-inflammation,2022,science of the total environment,ps,100,,mice,oral gavage,70,80,Yes,N,N,N,N,N,,N,,,,fluorescence microscopy
1349,polystyrene microplastic exposure induces insulin resistance in mice via dysbacteriosis and pro-inflammation,2022,science of the total environment,ps,200,,mice,oral gavage,70,80,Yes,N,N,N,N,N,,N,,,,fluorescence microscopy
1356,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intravenous administration,0.167,100,none,,,M,,,,,,,,other microscope
1358,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,3,beads,mice,intravenous administration,0.167,100,none,,,M,,,,,,,,other microscope
1360,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,oral gavage,0.167,200,none,,,M,,,,,,,,other microscope
1362,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,3,beads,mice,oral gavage,0.167,200,none,,,M,,,,,,,,other microscope
1364,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intratracheal administration,0.167,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,3,beads,mice,intratracheal administration,0.167,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intratracheal administration,0.021,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intratracheal administration,0.042,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intratracheal administration,0.083,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intratracheal administration,0.167,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,oral gavage,0.021,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,oral gavage,0.042,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,oral gavage,0.083,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,oral gavage,0.167,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intravenous administration,0.021,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intravenous administration,0.042,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intravenous administration,0.083,75,none,,,M,,,,,,,,other microscope
1366,blood uptake and urine excretion of nano- and micro-plastics after a single exposure ,2022, science of the total environment ,ps,0.1,beads,mice,intravenous administration,0.167,75,none,,,M,,,,,,,,other microscope
1373,environmental microplastic accumulation exacerbates liver ischemia-reperfusion injury in rat: protective effects of melatonin ,2023, science of the total environment ,other,100,irregular,rat,oral gavage,7,1,Yes,M,,,,,,,,,,FTIR_Raman spectroscopy
1386,the regulation of circrna_kif26b on alveolar epithelial cell senescence via mir-346-3p is involved in microplastics-induced lung injuries ,2023, science of the total environment ,ps,0.1,beads,rat,oral gavage,35,0.00017,none,,,,,,M,,,,,fluorescence microscopy
1386,the regulation of circrna_kif26b on alveolar epithelial cell senescence via mir-346-3p is involved in microplastics-induced lung injuries ,2023, science of the total environment ,ps,0.1,beads,rat,oral gavage,35,0.00034,none,,,,,,M,,,,,fluorescence microscopy
1386,the regulation of circrna_kif26b on alveolar epithelial cell senescence via mir-346-3p is involved in microplastics-induced lung injuries ,2023, science of the total environment ,ps,0.1,beads,rat,oral gavage,35,0.00068,none,,,,,,M,,,,,fluorescence microscopy
1389,polystyrene microplastics trigger adiposity in mice by remodeling gut microbiota and boosting fatty acid synthesis ,2023, science of the total environment ,ps,5,beads,mice,oral gavage,70,0.025,none,,,,,,,,,M,,fluorescence microscopy
1396,"systemic effects of nanoplastics on multi-organ at the environmentally relevant dose: the insights in physiological, histological, and oxidative damages ",2023, science of the total environment ,ps,0.3,,mice,oral gavage,28,12,none,M,,,M,,,M,,M,,other microscope
1400,underestimated health risks: dietary restriction magnify the intestinal barrier dysfunction and liver injury in mice induced by polystyrene microplastics ,2023, science of the total environment ,ps,5,beads,mice,oral gavage,35,0.05,Yes,N,N,,N,N,N,N,,M,,FTIR_Raman spectroscopy
1401,the enhancement in toxic potency of oxidized functiontics in mice gut and caco-2 cells ,2023, science of the total environment ,pe,7,,mice,oral gavage,28,42,none,,,,,,,,,M,,fluorescence microscopy
1402,the enhancement in toxic potency of oxidizeastics in mice gut and caco-2 cells ,2023, science of the total environment ,other,7,,mice,oral gavage,28,42,none,,,,,,,,,M,,fluorescence microscopy
1403,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intravenous administration,7,1.5,none,,,,,,M,,,,,PET_MRI
1404,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intravenous administration,7,1.5,none,,,,,,M,,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intratracheal administration,0.042,1.45,none,N,,N,N,M,H,M,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intratracheal administration,0.25,1.45,none,M,,M,M,M,H,M,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intratracheal administration,1,1.45,none,M,,M,M,M,H,M,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intratracheal administration,2,1.45,none,M,,M,M,M,H,M,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intratracheal administration,7,1.45,none,M,,N,M,N,H,N,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intratracheal administration,0.042,1.5,none,N,,N,N,N,H,N,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intratracheal administration,0.25,1.5,none,N,,N,N,N,H,N,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intratracheal administration,1,1.5,none,N,,N,N,N,H,N,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intratracheal administration,2,1.5,none,N,,N,N,N,H,N,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intratracheal administration,7,1.5,none,N,,N,N,N,M,N,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intravenous administration,0.042,1.45,none,H,,M,H,M,H,H,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intravenous administration,0.25,1.45,none,H,,M,M,M,M,H,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intravenous administration,1,1.45,none,H,,M,M,M,M,H,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,0.02,,mice,intravenous administration,7,1.45,none,H,,M,M,N,M,H,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intravenous administration,0.042,1.5,none,H,,M,M,M,M,H,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intravenous administration,0.25,1.5,none,H,,M,M,M,M,H,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intravenous administration,1,1.5,none,H,,M,M,N,M,H,,,,PET_MRI
1405,unraveling the in vivo fate of inhaled micro- and nanoplastics with pet imaging ,2023, science of the total environment ,ps-nh2,1,,mice,intravenous administration,7,1.5,none,H,,N,M,N,M,H,,,,PET_MRI
1411,dietary exposure to polystyrene microplastics exacerbates liver damage in fulminant hepatic failure via ros production and neutrophil extracellular trap formation ,2024, science of the total environment ,ps,0.5,beads,mice,oral gavage,0.021,17,Yes,H,,H,,,,,,,,fluorescence microscopy
1411,dietary exposure to polystyrene microplastics exacerbates liver damage in fulminant hepatic failure via ros production and neutrophil extracellular trap formation ,2024, science of the total environment ,ps,0.5,beads,mice,oral gavage,0.042,17,Yes,H,,H,,,,,,,,fluorescence microscopy
1411,dietary exposure to polystyrene microplastics exacerbates liver damage in fulminant hepatic failure via ros production and neutrophil extracellular trap formation ,2024, science of the total environment ,ps,0.5,beads,mice,oral gavage,0.167,17,Yes,H,,H,,,,,,,,fluorescence microscopy
1411,dietary exposure to polystyrene microplastics exacerbates liver damage in fulminant hepatic failure via ros production and neutrophil extracellular trap formation ,2024, science of the total environment ,ps,0.5,beads,mice,oral gavage,0.33,17,Yes,H,,H,,,,,,,,fluorescence microscopy
1411,dietary exposure to polystyrene microplastics exacerbates liver damage in fulminant hepatic failure via ros production and neutrophil extracellular trap formation ,2024, science of the total environment ,ps,0.5,beads,mice,oral gavage,1,17,Yes,H,,H,,,,,,,,fluorescence microscopy
1423,size-dependent toxicity of polystyrene microplastics on the gastrointestinal tract: oxidative stress related-dna damage and potential carcinogenicity ,2024, science of the total environment ,ps,0.08,beads,rat,oral gavage,90,1.2,none,H,,,H,N,H,H,,,,FTIR_Raman spectroscopy
1424,size-dependent toxicity of polystyrene microplastics on the gastrointestinal tract: oxidative stress related-dna damage and potential carcinogenicity ,2024, science of the total environment ,ps,0.2,beads,rat,oral gavage,90,1.2,none,H,,,H,N,H,N,,,,FTIR_Raman spectroscopy
1425,size-dependent toxicity of polystyrene microplastics on the gastrointestinal tract: oxidative stress related-dna damage and potential carcinogenicity ,2024, science of the total environment ,ps,0.5,beads,rat,oral gavage,90,1.2,none,H,,,N,N,H,N,,,,FTIR_Raman spectroscopy
1426,size-dependent toxicity of polystyrene microplastics on the gastrointestinal tract: oxidative stress related-dna damage and potential carcinogenicity ,2024, science of the total environment ,ps,1,beads,rat,oral gavage,90,1.2,none,H,,,N,N,N,N,,,,FTIR_Raman spectroscopy
1448,ferroptosis participated in inhaled polystyrene nanoplastics-induced liver injury and fibrosis,2024,science of the total environment,ps,0.04,,mice,inhalation,84,4.2,none,M,,,M,,M,M,,,,fluorescence microscopy
1458,"exposure to different surface-modified polystyrene nanoparticles caused anxiety, depression, and social deficit in mice via damaging mitochondria in neurons ",2024, science of the total environment ,ps,0.096,beads,mice,oral gavage,28,42,none,M,M,,N,N,N,N,,,,fluorescence microscopy
1458,"exposure to different surface-modified polystyrene nanoparticles caused anxiety, depression, and social deficit in mice via damaging mitochondria in neurons ",2024, science of the total environment ,ps-cooh,0.098,beads,mice,oral gavage,28,42,none,M,M,,N,N,N,N,,,,fluorescence microscopy
1458,"exposure to different surface-modified polystyrene nanoparticles caused anxiety, depression, and social deficit in mice via damaging mitochondria in neurons ",2024, science of the total environment ,ps-NH2,0.098,beads,mice,oral gavage,28,42,none,M,H,,N,N,N,M,,,,fluorescence microscopy
1459,comparing the effects and mechanisms of exposure to polystyrene nanoplastics with different functional groups on the male reproductive system ,2024, science of the total environment ,ps,0.08,beads,mice,oral gavage,45,5,none,,,,,,,,M,,,fluorescence microscopy
1460,comparing the effects and mechanisms of exposure to polystyrene nanoplastics with different functional groups on the male reproductive system ,2024, science of the total environment ,ps-cooh,0.08,beads,mice,oral gavage,45,5,none,,,,,,,,M,,,fluorescence microscopy
1461,comparing the effects and mechanisms of exposure to polystyrene nanoplastics with different functional groups on the male reproductive system ,2024, science of the total environment ,ps-nh2,0.08,beads,mice,oral gavage,45,5,none,,,,,,,,M,,,fluorescence microscopy
1467,in situ profiling reveals spatially metabolic injury in the initiation of polystyrene nanoplastic-derived intestinal epithelial injury in mice ,2024, science of the total environment ,ps,0.2,beads,mice,oral gavage,28,3,none,M,N,,M,N,M,M,,M,,fluorescence microscopy
1469,polystyrene nanoplastics induce intestinal and hepatic inflammation through activation of nf-  b/nlrp3 pathways and related gut-liver axis in mice ,2024, science of the total environment ,ps,0.08,,mice,oral gavage,21,0.015,none,M,M,,M,N,M,N,M,M,,fluorescence microscopy
1470,polystyrene nanoplastics induce intestinal and hepatic inflammation through activation of nf-  b/nlrp3 pathways and related gut-liver axis in mice ,2024, science of the total environment ,ps,0.08,,mice,oral gavage,21,0.15,none,M,M,,M,N,M,N,M,H,,fluorescence microscopy
1471,polystyrene nanoplastics induce intestinal and hepatic inflammation through activation of nf-  b/nlrp3 pathways and related gut-liver axis in mice ,2024, science of the total environment ,ps,0.08,,mice,oral gavage,21,1.5,none,M,M,,M,M,M,M,M,H,,fluorescence microscopy
1479,polystyrene microplastics trigger testosterone decline via gpx1 ,2024, science of the total environment ,ps,0.05,beads,mice,oral gavage,84,5,none,,,,,,,,M,,,fluorescence microscopy
1479,polystyrene microplastics trigger testosterone decline via gpx1 ,2024, science of the total environment ,ps,5,beads,mice,oral gavage,84,5,none,,,,,,,,M,,,fluorescence microscopy
